880000,1,0.00
960000,1,0.00
1027000,1,0.00
1040000,1,0.00
1063000,1,0.00
1066000,2,0.00
1067000,3,0.00
1069000,2,0.00
1073000,2,0.00
1074000,1,0.00
1080000,1,0.00
1103000,1,0.00
1130000,1,0.00
1232000,1,0.00
1260000,1,0.00
1343000,1,0.00
1344000,1,0.00
1414000,1,0.00
1423000,1,0.00
1438000,1,0.00
1470000,1,0.00
1487000,1,0.00
1502000,1,0.00
1512000,1,0.00
1513000,1,0.00
1539000,1,0.00
1565000,1,0.00
1577000,1,0.00
1585000,1,0.00
1589000,1,0.00
1630000,1,0.00
1645000,1,0.00
1800000,1,0.00
1846000,1,0.00
1906000,1,0.00
1913000,1,0.00
1929000,1,0.00
1938000,1,0.00
1988000,1,0.00
1990000,1,0.00
2028000,1,0.00
2033000,1,0.00
2038000,1,0.00
2043000,1,0.00
2047000,1,0.00
2050000,1,0.00
2051000,1,0.00
2052000,1,0.00
2053000,1,0.00
2054000,1,0.00
2055000,2,0.00
2056000,1,0.00
2057000,4,0.00
2058000,1,0.00
2059000,1,0.00
2060000,2,0.00
2061000,1,0.00
2062000,3,0.00
2064000,2,0.00
2067000,2,0.00
2096000,1,0.00
2113000,1,0.00
2134000,1,0.00
2154000,1,0.00
2155000,1,0.00
2158000,1,0.00
2176000,2,0.00
2182000,1,0.00
2188000,1,0.00
2208000,2,0.00
2212000,1,0.00
2220000,1,0.00
2227000,1,0.00
2259000,1,0.00
2263000,1,0.00
2277000,1,0.00
2283000,1,0.00
2288000,1,0.00
2304000,1,0.00
2306000,1,0.00
2317000,1,0.00
2333000,1,0.00
2344000,1,0.00
2371000,1,0.00
2405000,1,0.00
2461000,1,0.00
2471000,3,0.00
2476000,1,0.00
2490000,1,0.00
2504000,1,0.00
2525000,1,0.00
2533000,1,0.00
2540000,1,0.00
2544000,1,0.00
2545000,1,0.00
2547000,1,0.00
2548000,1,0.00
2559000,1,0.00
2576000,1,0.00
2582000,1,0.00
2610000,1,0.00
2620000,1,0.00
2629000,2,0.00
2644000,1,0.00
2650000,1,0.00
2651000,1,0.00
2653000,1,0.00
2658000,1,0.00
2660000,1,0.00
2662000,1,0.00
2669000,1,0.00
2672000,1,0.00
2674000,1,0.00
2686000,1,0.00
2690000,1,0.00
2698000,1,0.00
2709000,1,0.00
2720000,2,0.00
2721000,1,0.00
2722000,1,0.00
2732000,1,0.00
2737000,1,0.00
2741000,2,0.00
2744000,2,0.00
2753000,1,0.00
2756000,1,0.00
2762000,1,0.00
2771000,1,0.00
2774000,1,0.00
2775000,1,0.00
2776000,1,0.00
2783000,1,0.00
2789000,1,0.00
2790000,1,0.00
2795000,1,0.00
2807000,1,0.00
2808000,2,0.00
2813000,1,0.00
2814000,1,0.00
2815000,1,0.00
2819000,1,0.00
2820000,1,0.00
2822000,1,0.00
2835000,1,0.00
2839000,1,0.00
2840000,1,0.00
2841000,1,0.00
2844000,1,0.00
2862000,1,0.00
2875000,1,0.00
2878000,2,0.00
2879000,2,0.00
2883000,1,0.00
2892000,1,0.00
2896000,1,0.00
2906000,1,0.00
2908000,2,0.00
2915000,1,0.00
2931000,1,0.00
2942000,1,0.00
2951000,1,0.00
2961000,1,0.00
2973000,1,0.00
2979000,1,0.00
2991000,1,0.00
2992000,1,0.00
3007000,1,0.00
3010000,1,0.00
3012000,1,0.00
3034000,1,0.00
3037000,1,0.00
3038000,1,0.00
3042000,1,0.00
3046000,1,0.00
3051000,2,0.00
3053000,1,0.00
3054000,3,0.00
3055000,3,0.00
3056000,1,0.00
3057000,1,0.00
3058000,2,0.00
3059000,2,0.00
3062000,1,0.00
3064000,1,0.00
3066000,1,0.00
3070000,2,0.00
3075000,1,0.00
3081000,1,0.00
3084000,1,0.00
3089000,2,0.00
3091000,1,0.00
3096000,1,0.00
3117000,1,0.00
3125000,1,0.00
3128000,1,0.00
3132000,1,0.00
3133000,1,0.00
3135000,1,0.00
3145000,1,0.00
3174000,1,0.00
3191000,1,0.00
3212000,1,0.00
3221000,1,0.00
3229000,1,0.00
3233000,1,0.00
3262000,1,0.00
